channel_id,municipality_id,municipality_match_key,name_ar,name_en,governorate_en,district_en,entity_level,channel_type,channel_value,channel_url,source_id,source_name,source_url,evidence_snippet,confidence,verification_status,last_checked,notes
CH-BEDDAWI-WEB-001,JOIN_REQUIRED,Beddawi|El-Beddawi|Beddaoui|البداوي,البداوي,El-Beddawi,North,Minieh-Dinniyeh / Tripoli region,municipality,official_website,Al-Beddawi Municipality website,https://el-beddawi.gov.lb/en/home/,SRC-BEDDAWI-CONTACT,Al-Beddawi Municipality,https://el-beddawi.gov.lb/en/home/,Official municipal site with send complaints and contact footer.,high,verified_official,2026-05-29,
CH-BEDDAWI-COMPLAINT-001,JOIN_REQUIRED,Beddawi|El-Beddawi|Beddaoui|البداوي,البداوي,El-Beddawi,North,Minieh-Dinniyeh / Tripoli region,municipality,complaint_form,Send Complaints,https://el-beddawi.gov.lb/en/send-complaints/,SRC-BEDDAWI-COMPLAINT,Al-Beddawi Send Complaints,https://el-beddawi.gov.lb/en/send-complaints/,"Form asks first name, last name, phone number, email, complaint; team reviews and replies.",high,verified_official,2026-05-29,
CH-BEDDAWI-PHONE-001,JOIN_REQUIRED,Beddawi|El-Beddawi|Beddaoui|البداوي,البداوي,El-Beddawi,North,Minieh-Dinniyeh / Tripoli region,municipality,official_phone,+9616389977 - Office,https://el-beddawi.gov.lb/en/contact-us/,SRC-BEDDAWI-CONTACT,Al-Beddawi Contact,https://el-beddawi.gov.lb/en/contact-us/,Contact/footer lists phone +9616389977.,high,verified_official,2026-05-29,
CH-BEDDAWI-EMAIL-001,JOIN_REQUIRED,Beddawi|El-Beddawi|Beddaoui|البداوي,البداوي,El-Beddawi,North,Minieh-Dinniyeh / Tripoli region,municipality,official_email,info@el-beddawi.gov.lb,https://el-beddawi.gov.lb/en/contact-us/,SRC-BEDDAWI-CONTACT,Al-Beddawi Contact,https://el-beddawi.gov.lb/en/contact-us/,Contact/footer lists info@el-beddawi.gov.lb.,high,verified_official,2026-05-29,
CH-BEDDAWI-ADDRESS-001,JOIN_REQUIRED,Beddawi|El-Beddawi|Beddaoui|البداوي,البداوي,El-Beddawi,North,Minieh-Dinniyeh / Tripoli region,municipality,official_address,"Lebanon, Al-Beddawi - Municipality Building",https://el-beddawi.gov.lb/en/contact-us/,SRC-BEDDAWI-CONTACT,Al-Beddawi Contact,https://el-beddawi.gov.lb/en/contact-us/,Contact/footer lists municipality building address.,high,verified_official,2026-05-29,
CH-NABAY-WEB-001,JOIN_REQUIRED,Nabay|نابيه,نابيه,Nabay,Mount Lebanon,Metn,municipality,official_website,Nabay Municipality website,https://nabay.gov.lb/en/home/,SRC-NABAY-HOME,Nabay Municipality,https://nabay.gov.lb/en/home/,"Home page shows Send Complaints, Send suggestions, contact details.",high,verified_official,2026-05-29,
CH-NABAY-COMPLAINT-001,JOIN_REQUIRED,Nabay|نابيه,نابيه,Nabay,Mount Lebanon,Metn,municipality,complaint_form,Send Complaints,https://nabay.gov.lb/en/send-complaints/,SRC-NABAY-COMPLAINT,Nabay Send Complaints,https://nabay.gov.lb/en/send-complaints/,Search snippets confirm Send Complaints page; manual browser review needed for exact fields.,medium_high,needs_manual_review,2026-05-29,
CH-NABAY-PHONE-001,JOIN_REQUIRED,Nabay|نابيه,نابيه,Nabay,Mount Lebanon,Metn,municipality,official_phone,04 808 881 - Office,https://nabay.gov.lb/en/home/,SRC-NABAY-HOME,Nabay Municipality,https://nabay.gov.lb/en/home/,Home page/footer lists office phone.,high,verified_official,2026-05-29,
CH-NABAY-EMAIL-001,JOIN_REQUIRED,Nabay|نابيه,نابيه,Nabay,Mount Lebanon,Metn,municipality,official_email,info@nabay.gov.lb,https://nabay.gov.lb/en/home/,SRC-NABAY-HOME,Nabay Municipality,https://nabay.gov.lb/en/home/,Home page/footer lists email.,high,verified_official,2026-05-29,
CH-RASEL-MATN-WEB-001,JOIN_REQUIRED,Ras El-Matn|Ras el Metn|رأس المتن,رأس المتن,Ras El-Matn,Mount Lebanon,Baabda,municipality,official_website,Ras El-Matn Municipality website,https://raselmatn.gov.lb/,SRC-RASEL-MATN-COMPLAINT,Ras El-Matn complaint form,https://raselmatn.gov.lb/Complaints,Official municipal site has complaints page and footer contact.,high,verified_official,2026-05-29,
CH-RASEL-MATN-COMPLAINT-001,JOIN_REQUIRED,Ras El-Matn|Ras el Metn|رأس المتن,رأس المتن,Ras El-Matn,Mount Lebanon,Baabda,municipality,complaint_form,تقديم شكوى أو ملاحظة,https://raselmatn.gov.lb/Complaints,SRC-RASEL-MATN-COMPLAINT,Ras El-Matn complaint form,https://raselmatn.gov.lb/Complaints,Form accepts complaint or note; optional name/email and message required.,high,verified_official,2026-05-29,
CH-RASEL-MATN-PHONE-001,JOIN_REQUIRED,Ras El-Matn|Ras el Metn|رأس المتن,رأس المتن,Ras El-Matn,Mount Lebanon,Baabda,municipality,official_phone,00961-05-380357,https://raselmatn.gov.lb/Complaints,SRC-RASEL-MATN-COMPLAINT,Ras El-Matn complaint form,https://raselmatn.gov.lb/Complaints,Footer lists phone 380357-05-00961.,high,verified_official,2026-05-29,
CH-RASEL-MATN-EMAIL-001,JOIN_REQUIRED,Ras El-Matn|Ras el Metn|رأس المتن,رأس المتن,Ras El-Matn,Mount Lebanon,Baabda,municipality,official_email,info@raselmatn.gov.lb,https://raselmatn.gov.lb/Complaints,SRC-RASEL-MATN-COMPLAINT,Ras El-Matn complaint form,https://raselmatn.gov.lb/Complaints,Footer lists email.,high,verified_official,2026-05-29,
CH-TARCHICH-WEB-001,JOIN_REQUIRED,Tarchich|Tarchich Municipality|ترشيش,ترشيش,Tarchich,Mount Lebanon,Baabda,municipality,official_website,Tarchich Municipality website,https://www.tarchich.gov.lb/,SRC-TARCHICH-SUGGESTION,Tarchich Municipality,https://www.tarchich.gov.lb/suggestion,Official domain with municipal sections and suggestion/complaint page.,medium_high,verified_official,2026-05-29,
CH-TARCHICH-COMPLAINT-001,JOIN_REQUIRED,Tarchich|Tarchich Municipality|ترشيش,ترشيش,Tarchich,Mount Lebanon,Baabda,municipality,complaint_form,تقديم إقتراح / تقديم شكوى,https://www.tarchich.gov.lb/suggestion,SRC-TARCHICH-SUGGESTION,Tarchich Municipality suggestion/complaint,https://www.tarchich.gov.lb/suggestion,"Search snippet exposes form fields for complaint/suggestion type, applicant, profession, phone, email, address, transaction number.",medium_high,needs_manual_review,2026-05-29,
CH-MOUKHTARA-WEB-001,JOIN_REQUIRED,Moukhtara|Mukhtara|المختارة,المختارة,Moukhtara,Mount Lebanon,Chouf,municipality,official_website,Moukhtara Municipality website,https://moukhtara.gov.lb/,SRC-MOUKHTARA-CONTACT,Moukhtara Municipality contact,https://moukhtara.gov.lb/contact/,Official site contact page and municipal building details.,high,verified_official,2026-05-29,
CH-MOUKHTARA-CONTACT-001,JOIN_REQUIRED,Moukhtara|Mukhtara|المختارة,المختارة,Moukhtara,Mount Lebanon,Chouf,municipality,official_phone,+9615311234; fax +9615311567,https://moukhtara.gov.lb/contact/,SRC-MOUKHTARA-CONTACT,Moukhtara Municipality contact,https://moukhtara.gov.lb/contact/,Contact page lists phone and fax.,high,verified_official,2026-05-29,
CH-MOUKHTARA-EMAIL-001,JOIN_REQUIRED,Moukhtara|Mukhtara|المختارة,المختارة,Moukhtara,Mount Lebanon,Chouf,municipality,official_email,contact@moukhtara.gov.lb / info@moukhtara.gov.lb,https://moukhtara.gov.lb/contact/,SRC-MOUKHTARA-CONTACT,Moukhtara Municipality contact,https://moukhtara.gov.lb/contact/,Contact page lists contact@moukhtara.gov.lb and footer lists info@moukhtara.gov.lb.,high,verified_official,2026-05-29,
CH-MOUKHTARA-COMPLAINT-CAND-001,JOIN_REQUIRED,Moukhtara|Mukhtara|المختارة,المختارة,Moukhtara,Mount Lebanon,Chouf,municipality,complaint_form_candidate,Complaint or review service,https://moukhtara.gov.lb/services/,SRC-MOUKHTARA-SERVICES,Moukhtara services,https://moukhtara.gov.lb/services/,Search snippet says “Complaint or review – Open here”; bot verification blocked direct fetch.,medium,candidate_unverified,2026-05-29,Manual browser review only; do not scrape.
CH-FAYHAA-WEB-001,UNION,Fayhaa Union|Union of Al-Fayhaa|إتحاد بلديات الفيحاء,إتحاد بلديات الفيحاء,Al Fayhaa Union of Municipalities,North,Tripoli,union,official_website,Al Fayhaa Union website,https://urbcomfayhaa.gov.lb/en/home/,SRC-FAYHAA-HOME,Al Fayhaa Union home,https://urbcomfayhaa.gov.lb/en/home/,"Official union site lists members, contact, and complaint link.",high,verified_official,2026-05-29,
CH-FAYHAA-COMPLAINT-001,UNION,Fayhaa Union|Union of Al-Fayhaa|إتحاد بلديات الفيحاء,إتحاد بلديات الفيحاء,Al Fayhaa Union of Municipalities,North,Tripoli,union,complaint_form,Send complaints,https://urbcomfayhaa.gov.lb/en/send-complaints/,SRC-FAYHAA-COMPLAINTS,Al Fayhaa Union send complaints,https://urbcomfayhaa.gov.lb/en/send-complaints/,Search snippet shows complaint form with municipality selector and contact fields; direct fetch returned 406 here.,medium_high,needs_manual_review,2026-05-29,
CH-FAYHAA-PHONE-001,UNION,Fayhaa Union|Union of Al-Fayhaa|إتحاد بلديات الفيحاء,إتحاد بلديات الفيحاء,Al Fayhaa Union of Municipalities,North,Tripoli,union,official_phone,+9616424365 - Office,https://urbcomfayhaa.gov.lb/en/home/,SRC-FAYHAA-HOME,Al Fayhaa Union home,https://urbcomfayhaa.gov.lb/en/home/,Home/contact snippet lists phone +9616424365.,high,verified_official,2026-05-29,
CH-FAYHAA-EMAIL-001,UNION,Fayhaa Union|Union of Al-Fayhaa|إتحاد بلديات الفيحاء,إتحاد بلديات الفيحاء,Al Fayhaa Union of Municipalities,North,Tripoli,union,official_email,info@urbcomfayhaa.gov.lb,https://urbcomfayhaa.gov.lb/en/home/,SRC-FAYHAA-HOME,Al Fayhaa Union home,https://urbcomfayhaa.gov.lb/en/home/,Home/contact snippet lists email.,high,verified_official,2026-05-29,
CH-UOTM-WEB-001,UNION,Union of Tyre Municipalities|UOTM|إتحاد بلديات صور,إتحاد بلديات صور,Union of Tyre Municipalities,South,Tyre,union,official_website,Union of Tyre Municipalities website,https://uotm.gov.lb/en/home/,SRC-UOTM-HOME,Union of Tyre Municipalities home,https://uotm.gov.lb/en/home/,"Official union site lists members, contact, send complaints/suggestions.",high,verified_official,2026-05-29,
CH-UOTM-COMPLAINT-001,UNION,Union of Tyre Municipalities|UOTM|إتحاد بلديات صور,إتحاد بلديات صور,Union of Tyre Municipalities,South,Tyre,union,complaint_form,Send Complaints / إرسال الشكاوى,https://uotm.gov.lb/send-complaint-ar/,SRC-UOTM-COMPLAINTS-AR,Union of Tyre complaint form,https://uotm.gov.lb/send-complaint-ar/,Search result says complaint form will be reviewed/replied to; homepage links Send Complaints.,medium_high,needs_manual_review,2026-05-29,
CH-UOTM-PHONE-001,UNION,Union of Tyre Municipalities|UOTM|إتحاد بلديات صور,إتحاد بلديات صور,Union of Tyre Municipalities,South,Tyre,union,official_phone,+9617349218 - Office,https://uotm.gov.lb/en/home/,SRC-UOTM-HOME,Union of Tyre Municipalities home,https://uotm.gov.lb/en/home/,Home page lists phone +9617349218.,high,verified_official,2026-05-29,
CH-UOTM-EMAIL-001,UNION,Union of Tyre Municipalities|UOTM|إتحاد بلديات صور,إتحاد بلديات صور,Union of Tyre Municipalities,South,Tyre,union,official_email,info@uotm.gov.lb,https://uotm.gov.lb/en/home/,SRC-UOTM-HOME,Union of Tyre Municipalities home,https://uotm.gov.lb/en/home/,"Home/contact page lists email, displayed as protected in fetch but resolved in search snippets.",high,verified_official,2026-05-29,
CH-BEIRUT-FB-001,JOIN_REQUIRED,Beirut|بيروت,بيروت,Beirut,Beirut,Beirut,municipality,official_facebook,Beirut Municipality official Facebook candidate,https://www.facebook.com/beirutmunicipality/?locale=ar_AR,SRC-BEIRUT-FACEBOOK,Beirut Municipality Facebook,https://www.facebook.com/beirutmunicipality/?locale=ar_AR,Snippet identifies official Beirut Municipality page and phone +9611986001.,medium_high,likely_official,2026-05-29,Social page; do not scrape without API/compliance.
CH-BEIRUT-APP-001,JOIN_REQUIRED,Beirut|بيروت,بيروت,Beirut,Beirut,Beirut,municipality,complaint_app_candidate,Beirut Municipality app candidate,https://foo-baladiyetbeirut.andro.io/,SRC-BEIRUT-APP-CANDIDATE,Beirut app candidate,https://foo-baladiyetbeirut.andro.io/,Snippet says official application and mentions sending complaint/suggestion; requires official verification.,medium,candidate_unverified,2026-05-29,
CH-TABARJA-DIRECTORY-001,NOT_MUNICIPALITY_SPECIFIC,ALL_MUNICIPALITIES,,Lebanon municipalities,ALL,ALL,countrywide_source,countrywide_contact_directory,Lebanon Municipalities table,https://tabarja-kfaryassine.gov.lb/municipalities-in-lebanon,SRC-TABARJA-MUNICIPALITIES,Tabarja Lebanon Municipalities directory,https://tabarja-kfaryassine.gov.lb/municipalities-in-lebanon,Directory table exposes phone/address/p-code/lat/lon/governorate; use as candidate source only.,medium,candidate_unverified,2026-05-29,
CH-DGLAC-DIRECTORY-001,NOT_MUNICIPALITY_SPECIFIC,ALL_MUNICIPALITIES,,Lebanon municipalities,ALL,ALL,countrywide_source,official_registry,DGLAC municipalities directory,https://www.dglac.gov.lb/en/municipalities,SRC-DGLAC-MUNICIPALITIES,DGLAC Municipalities,https://www.dglac.gov.lb/en/municipalities,Official directory backbone for municipalities and profile fields.,high,verified_official,2026-05-29,
CH-BALDATI-ALL-001,NOT_MUNICIPALITY_SPECIFIC,ALL_MUNICIPALITIES,,All Lebanese municipalities,ALL,ALL,countrywide_source,baldati_profile_candidate,Baldati all-municipality platform claim,https://baldati.app/,SRC-BALDATI-LANDING,Baldati Smart Municipality,https://baldati.app/,"Claims all 1,108 municipalities and civic issue reporting; internal profile data not verified.",medium,candidate_unverified,2026-05-29,
CH-BALADIMAP-GENERAL-001,NOT_MUNICIPALITY_SPECIFIC,NOT_MUNICIPALITY_SPECIFIC,,Baladi Map,ALL,ALL,third_party_platform,baladi_map_profile,Baladi Map public issue reporting,https://www.baladimap.com/en,SRC-BALADIMAP-HOME,Baladi Map,https://www.baladimap.com/en,Third-party issue reporting workflow and status/category taxonomy.,medium_high,verified_third_party,2026-05-29,
CH-CIB-COMPLAINT-001,NOT_MUNICIPALITY_SPECIFIC,NOT_MUNICIPALITY_SPECIFIC,,Central Inspection,ALL,ALL,oversight,oversight_complaint_form,Central Inspection complaint form,https://www.cib.gov.lb/ar/node/1029,SRC-CIB-COMPLAINT,Central Inspection complaint form,https://www.cib.gov.lb/ar/node/1029,Official oversight complaint form includes municipalities/unions as administrative unit category.,high,verified_official,2026-05-29,
CH-NACC-COMPLAINT-001,NOT_MUNICIPALITY_SPECIFIC,NOT_MUNICIPALITY_SPECIFIC,,National Anti-Corruption Commission,ALL,ALL,oversight,specialized_complaint_form,NACC complaint form,https://nacc.gov.lb/complaint/,SRC-NACC-COMPLAINT,NACC complaint form,https://nacc.gov.lb/complaint/,Official specialized complaint form includes municipality or union as complaint target.,high,verified_official,2026-05-29,
CH-ALEY-WEB-001,JOIN_REQUIRED,Aley|عاليه,عاليه,Aley,Mount Lebanon,Aley,municipality,official_website,Municipality of Aley — official website,https://aley.gov.lb/,,Municipality of Aley,https://aley.gov.lb/,اتصل بنا ... الإقتراحات,medium,likely_official,2026-05-30,Official site confirmed
CH-ALEY-CONTACT-001,JOIN_REQUIRED,Aley|عاليه,عاليه,Aley,Mount Lebanon,Aley,municipality,official_contact_page,Municipality of Aley — contact page,https://aley.gov.lb/ar/contact,,Municipality of Aley,https://aley.gov.lb/ar/contact,بلدية عاليه ... info@aley.gov.lb,high,verified_official,2026-05-30,Contact page reached successfully
CH-ALEY-FORM-001,JOIN_REQUIRED,Aley|عاليه,عاليه,Aley,Mount Lebanon,Aley,municipality,complaint_form,Municipality of Aley — complaint form,https://aley.gov.lb/ar/complaints,,Municipality of Aley,https://aley.gov.lb/ar/complaints,Please wait while your request is being verified,medium,blocked_needs_manual_review,2026-05-30,Official complaint endpoint exists but is bot-protected
CH-NABATIEH-WEB-001,JOIN_REQUIRED,Nabatieh|Nabatiyeh|النبطية,مدينة النبطية,Nabatieh,Nabatiyeh,Nabatiyeh,municipality,official_website,Nabatieh Municipality — official website,https://nabatieh.gov.lb/,,Nabatieh Municipality,https://nabatieh.gov.lb/,بلدية مدينة النبطية ... Phone: +961-7-760000,high,verified_official,2026-05-30,Official site works; complaint page not found
CH-NABATIEH-CONTACT-001,JOIN_REQUIRED,Nabatieh|Nabatiyeh|النبطية,مدينة النبطية,Nabatieh,Nabatiyeh,Nabatiyeh,municipality,generic_contact_only,Nabatieh Municipality — contact only,https://nabatieh.gov.lb/,,Nabatieh Municipality,https://nabatieh.gov.lb/,### اتصل بنا,high,verified_official,2026-05-30,Use for generic contact only
CH-ZOUKMIKAEL-WEB-001,JOIN_REQUIRED,Zouk Mikael|ذوق مكايل,ذوق مكايل,Zouk Mikael,Mount Lebanon,Keserwan,municipality,official_website,Zouk Mikael Municipality — official website,https://zoukmikael.gov.lb/,,Zouk Mikael Municipality,https://zoukmikael.gov.lb/,Our e-services ... Mobile App,high,verified_official,2026-05-30,Payments/app surface visible; no public complaint flow found
CH-ZOUKMIKAEL-CONTACT-001,JOIN_REQUIRED,Zouk Mikael|ذوق مكايل,ذوق مكايل,Zouk Mikael,Mount Lebanon,Keserwan,municipality,official_contact_page,Zouk Mikael Municipality — contact page,https://zoukmikael.gov.lb/contact-us/,,Zouk Mikael Municipality,https://zoukmikael.gov.lb/contact-us/,info@zoukmikael.gov.lb,high,verified_official,2026-05-30,Contact page is generic
CH-ZOUKMIKAEL-APP-001,JOIN_REQUIRED,Zouk Mikael|ذوق مكايل,ذوق مكايل,Zouk Mikael,Mount Lebanon,Keserwan,municipality,app,Zouk Mikael Municipality — mobile/web app,https://zoukmikael.gov.lb/,,Zouk Mikael Municipality,https://zoukmikael.gov.lb/,Zouk Mikael Municipality Mobile App,medium,verified_official,2026-05-30,"App purpose shown as fee payment, not complaints"
